picid,title,author,date,lat,lon,scenicness,thumbnail
2029127,"New houses, Tile Hill Lane",E Gammie,2010-08-23,52.401146,-1.576951,1.55,http://s3.geograph.org.uk/geophotos/02/02/91/2029127_493272eb_120x120.jpg
2029143,In place of Tile Hill College,E Gammie,2010-08-23,52.400965,-1.576512,1.71,http://s3.geograph.org.uk/geophotos/02/02/91/2029143_0bfdbf30_120x120.jpg
2029168,"Job's Lane, southwards",E Gammie,2010-08-23,52.406259,-1.573668,2.30,http://s0.geograph.org.uk/geophotos/02/02/91/2029168_8f60858e_120x120.jpg
2029183,"Job's Lane, northwards",E Gammie,2010-08-23,52.402657,-1.572086,1.43,http://s3.geograph.org.uk/geophotos/02/02/91/2029183_d89812e3_120x120.jpg
2031482,Coventry Canal Basin,Ian Rob,2010-08-25,52.412499,-1.513331,2.25,http://s2.geograph.org.uk/geophotos/02/03/14/2031482_20829406_120x120.jpg
2031498,Coventry-Palmer Lane,Ian Rob,2010-08-25,52.409796,-1.511891,1.19,http://s2.geograph.org.uk/geophotos/02/03/14/2031498_2ee820ab_120x120.jpg
2031516,Coventry-Silver Street,Ian Rob,2010-08-25,52.410695,-1.511881,1.75,http://s0.geograph.org.uk/geophotos/02/03/15/2031516_7bd39373_120x120.jpg
2031607,Coventry-Ringway Saint Nicholas,Ian Rob,2010-08-25,52.412135,-1.512453,1.04,http://s3.geograph.org.uk/geophotos/02/03/16/2031607_58710a44_120x120.jpg
2031620,Coventry-The Admiral Codrington,Ian Rob,2010-08-25,52.412499,-1.513331,2.13,http://s0.geograph.org.uk/geophotos/02/03/16/2031620_9f6ff6d0_120x120.jpg
2040138,"Cottages on Mount Street, Chapel Fields",Jonathan Thacker,2010-08-29,52.405751,-1.534426,1.61,http://s2.geograph.org.uk/geophotos/02/04/01/2040138_3ae933c6_120x120.jpg
2040124,"United Reformed Church, Potter's Green",Jonathan Thacker,2010-08-29,52.435232,-1.449095,2.07,http://s0.geograph.org.uk/geophotos/02/04/01/2040124_55699dd5_120x120.jpg
2040127,"United Reformed Church Hall, Potter's Green",Jonathan Thacker,2010-08-29,52.435772,-1.449236,2.51,http://s3.geograph.org.uk/geophotos/02/04/01/2040127_05346f30_120x120.jpg
2040132,"Cottages, Potter's Green",Jonathan Thacker,2010-08-29,52.435256,-1.454243,2.23,http://s0.geograph.org.uk/geophotos/02/04/01/2040132_ae739864_120x120.jpg
2049016,Gibbet Hill Road closed for gas main replacement works,John Brightley,2010-08-31,52.371112,-1.550653,2.16,http://s0.geograph.org.uk/geophotos/02/04/90/2049016_04f57b8b_120x120.jpg
2049044,Construction works on Warwick University campus,John Brightley,2010-08-31,52.377257,-1.559111,1.24,http://s0.geograph.org.uk/geophotos/02/04/90/2049044_be6ecc41_120x120.jpg
2049067,"Tesco petrol station, Cannon Park shopping centre",John Brightley,2010-08-31,52.386236,-1.55623,1.21,http://s3.geograph.org.uk/geophotos/02/04/90/2049067_79d8f92e_120x120.jpg
2049090,"The Herald, Canley",John Brightley,2010-08-31,52.398073,-1.548175,1.61,http://s2.geograph.org.uk/geophotos/02/04/90/2049090_3f7720cf_120x120.jpg
2049112,"Bus stop, Dolomite Avenue, Canley",John Brightley,2010-08-31,52.400764,-1.546677,1.45,http://s0.geograph.org.uk/geophotos/02/04/91/2049112_2b0cc403_120x120.jpg
2049129,"Bus stop, Grayswood Avenue, Whoberley",John Brightley,2010-08-31,52.414971,-1.547267,1.99,http://s1.geograph.org.uk/geophotos/02/04/91/2049129_af7196ba_120x120.jpg
2049157,"61-71 Lincroft Crescent, Whoberley",John Brightley,2010-08-31,52.413884,-1.54522,1.66,http://s1.geograph.org.uk/geophotos/02/04/91/2049157_ee02629e_120x120.jpg
2049263,"Three Spires School, Kingsbury Road, Coundon",John Brightley,2010-08-31,52.42459,-1.547315,1.42,http://s3.geograph.org.uk/geophotos/02/04/92/2049263_dd448cd5_120x120.jpg
2049282,"Rosslyn Avenue, Coundon",John Brightley,2010-08-31,52.425024,-1.543193,1.98,http://s2.geograph.org.uk/geophotos/02/04/92/2049282_37a28b0b_120x120.jpg
2049346,"The Nugget public house, Coundon Green",John Brightley,2010-08-31,52.43005,-1.540935,1.93,http://s2.geograph.org.uk/geophotos/02/04/93/2049346_bfb5cca1_120x120.jpg
2049361,"Rookery Farm, Northbrook Road, Coundon",John Brightley,2010-08-31,52.43151,-1.546656,2.05,http://s1.geograph.org.uk/geophotos/02/04/93/2049361_ca8f001f_120x120.jpg
2049368,"The Bell public house, High Street, Keresley",John Brightley,2010-08-31,52.438734,-1.531725,2.20,http://s0.geograph.org.uk/geophotos/02/04/93/2049368_78b5713a_120x120.jpg
2051955,Coventry Transport Museum,Mr M Evison,2010-08-23,52.410685,-1.509529,0.94,http://s3.geograph.org.uk/geophotos/02/05/19/2051955_89ab2e99_120x120.jpg
2051962,Arches outside Coventry Motor Museum,Mr M Evison,2010-08-23,52.410685,-1.509529,2.63,http://s2.geograph.org.uk/geophotos/02/05/19/2051962_2b7cca7e_120x120.jpg
2052901,"Emmanuel Christian Centre, Greens Road, Keresley",John Brightley,2010-08-31,52.43846,-1.530551,2.36,http://s1.geograph.org.uk/geophotos/02/05/29/2052901_9659ea10_120x120.jpg
2052915,"Penny Park Lane near the junction with Bennetts Road, Keresley",John Brightley,2010-08-31,52.445019,-1.529745,2.31,http://s3.geograph.org.uk/geophotos/02/05/29/2052915_1f33fe21_120x120.jpg
2052935,"The junction of Bennetts Road and Penny Park Lane, Keresley",John Brightley,2010-08-31,52.445297,-1.531655,1.71,http://s3.geograph.org.uk/geophotos/02/05/29/2052935_60c4b282_120x120.jpg
2052979,"Bennetts Road, Keresley",John Brightley,2010-08-31,52.453933,-1.533035,1.85,http://s3.geograph.org.uk/geophotos/02/05/29/2052979_9c76ae5c_120x120.jpg
2054133,"The junction of Windmill Lane and Green Lane, Corley Moor",John Brightley,2010-08-31,52.459288,-1.595821,3.19,http://s1.geograph.org.uk/geophotos/02/05/41/2054133_23c0dc35_120x120.jpg
2054162,"View from Watery Lane, Corley Moor",John Brightley,2010-08-31,52.454219,-1.585861,4.74,http://s2.geograph.org.uk/geophotos/02/05/41/2054162_34e90356_120x120.jpg
2057242,"A view down Watery Lane, Corley Moor",John Brightley,2010-08-31,52.452695,-1.5872,3.46,http://s2.geograph.org.uk/geophotos/02/05/72/2057242_1360482b_120x120.jpg
2057255,The entrance to Hollyberry Hall Farm,John Brightley,2010-08-31,52.450998,-1.590158,2.81,http://s3.geograph.org.uk/geophotos/02/05/72/2057255_0b4624db_120x120.jpg
2057287,"The junction of Oak Lane and Harvest Hill Lane, Allesley",John Brightley,2010-08-31,52.441443,-1.582891,3.04,http://s3.geograph.org.uk/geophotos/02/05/72/2057287_52e3cd54_120x120.jpg
2057295,"Brick Hill Lane, Allesley",John Brightley,2010-08-31,52.4323,-1.590626,3.47,http://s3.geograph.org.uk/geophotos/02/05/72/2057295_92daa5d5_120x120.jpg
2057305,The driveway to Pickford Farm viewed from Brick Hill Lane,John Brightley,2010-08-31,52.432833,-1.588709,3.84,http://s1.geograph.org.uk/geophotos/02/05/73/2057305_96d7baa2_120x120.jpg
2058411,"The junction of Oak Lane and Brick Hill Lane, Allesley",John Brightley,2010-08-31,52.437337,-1.591315,2.00,http://s3.geograph.org.uk/geophotos/02/05/84/2058411_928118c8_120x120.jpg
2058422,"The Ashlands, Bridle Brook Lane, Allesley",John Brightley,2010-08-31,52.443203,-1.572282,2.68,http://s2.geograph.org.uk/geophotos/02/05/84/2058422_8f198f3e_120x120.jpg
2058433,"Pikers Lane Farm, Pikers Lane, Allesley",John Brightley,2010-08-31,52.448034,-1.565909,3.38,http://s1.geograph.org.uk/geophotos/02/05/84/2058433_dbca8491_120x120.jpg
2058467,"161-167 Wall Hill Road, Brownshill Green",John Brightley,2010-08-31,52.445928,-1.55563,1.51,http://s3.geograph.org.uk/geophotos/02/05/84/2058467_200e4cb3_120x120.jpg
2058489,"The White Lion, Brownshill Green",John Brightley,2010-08-31,52.441238,-1.551558,2.45,http://s1.geograph.org.uk/geophotos/02/05/84/2058489_585bc35f_120x120.jpg
2058529,"Browns Lane Garage, Browns Lane, Allesley",John Brightley,2010-08-31,52.431322,-1.568426,0.92,http://s1.geograph.org.uk/geophotos/02/05/85/2058529_98dbe6b9_120x120.jpg
2059949,Allesley Park Sewage Pumping Station,John Brightley,2010-08-31,52.421443,-1.571316,1.66,http://s1.geograph.org.uk/geophotos/02/05/99/2059949_7477eb04_120x120.jpg
2059961,Houses at the junction of Beaumaris Close and Parkhill Drive,John Brightley,2010-08-31,52.418222,-1.575465,1.55,http://s1.geograph.org.uk/geophotos/02/05/99/2059961_d3ea2f34_120x120.jpg
2059976,The junction of Parkhill Drive and Lower Eastern Green Lane,John Brightley,2010-08-31,52.41634,-1.5771,1.70,http://s0.geograph.org.uk/geophotos/02/05/99/2059976_17d2021d_120x120.jpg
2060000,"Shops at Wilmcote Green, Mount Nod",John Brightley,2010-08-31,52.411912,-1.570821,1.41,http://s0.geograph.org.uk/geophotos/02/06/00/2060000_05302e2c_120x120.jpg
2060031,"Tile Hill District Centre, Jardine Crescent",John Brightley,2010-08-31,52.406538,-1.576459,1.07,http://s3.geograph.org.uk/geophotos/02/06/00/2060031_7786d99d_120x120.jpg
2060050,"Bus stop at eastern end of Jardine Crescent, Tile Hill",John Brightley,2010-08-31,52.406352,-1.574549,1.39,http://s2.geograph.org.uk/geophotos/02/06/00/2060050_032a07c4_120x120.jpg
2060557,"Starley Road, Coventry",Robin Stott,2010-09-10,52.405325,-1.51782,1.20,http://s1.geograph.org.uk/geophotos/02/06/05/2060557_8f90aa89_120x120.jpg
2060564,Bird's-eye view of Skydome,Robin Stott,2010-09-10,52.40623,-1.51928,0.64,http://s0.geograph.org.uk/geophotos/02/06/05/2060564_edee293f_120x120.jpg
2061770,"Kite Packaging, Torrington Avenue, Tile Hill",John Brightley,2010-08-31,52.398783,-1.569919,1.17,http://s2.geograph.org.uk/geophotos/02/06/17/2061770_7f47ef67_120x120.jpg
2061783,"Whitchurch Way, Canley",John Brightley,2010-08-31,52.394851,-1.576423,1.57,http://s3.geograph.org.uk/geophotos/02/06/17/2061783_851af38a_120x120.jpg
2061796,Coventry Canal,Ian Rob,2010-08-25,52.413392,-1.511851,3.36,http://s0.geograph.org.uk/geophotos/02/06/17/2061796_ce7a0aaa_120x120.jpg
2061802,"Westwood Way, Westwood Heath",John Brightley,2010-08-31,52.388267,-1.570462,1.89,http://s2.geograph.org.uk/geophotos/02/06/18/2061802_8a574278_120x120.jpg
2062245,"Ford's Hospital, Greyfriars Lane",E Gammie,2010-09-11,52.406392,-1.510473,2.93,http://s1.geograph.org.uk/geophotos/02/06/22/2062245_ea351b36_120x120.jpg
2062254,"Courtyard, Ford's Hospital",E Gammie,2010-09-11,52.406392,-1.510473,2.60,http://s2.geograph.org.uk/geophotos/02/06/22/2062254_98540fd3_120x120.jpg
2062263,"Courtyard, Ford's Hospital",E Gammie,2010-09-11,52.406392,-1.510473,2.92,http://s3.geograph.org.uk/geophotos/02/06/22/2062263_af02852d_120x120.jpg
2062321,"Jordan Well, Much Park Street junction",E Gammie,1976-08-15,52.406442,-1.505313,1.09,http://s1.geograph.org.uk/geophotos/02/06/23/2062321_91a77066_120x120.jpg
2062345,"Jordan Well, Much Park Street junction",E Gammie,2010-09-11,52.406442,-1.505313,1.08,http://s1.geograph.org.uk/geophotos/02/06/23/2062345_75b7ad9c_120x120.jpg
2063008,"Remains of Caludon Castle, Wyken",John Brightley,2010-09-12,52.418164,-1.451955,4.27,http://s0.geograph.org.uk/geophotos/02/06/30/2063008_1a1923b5_120x120.jpg
2063468,Fairfax Street and the Whittle arch,E Gammie,2010-09-11,52.410141,-1.508506,1.42,http://s0.geograph.org.uk/geophotos/02/06/34/2063468_31360516_120x120.jpg
2063567,"Runners, Jordan Well",E Gammie,1976-08-15,52.406627,-1.506487,0.76,http://s3.geograph.org.uk/geophotos/02/06/35/2063567_92993b46_120x120.jpg
2066772,"Industrial Estate, Tollbar End.",Nigel Mykura,2010-08-18,52.37696,-1.465392,1.14,http://s0.geograph.org.uk/geophotos/02/06/67/2066772_9c6b505f_120x120.jpg
2069069,"408 Alderman's Green Road, Coventry",John Brightley,2003-06-08,52.452476,-1.465067,2.25,http://s1.geograph.org.uk/geophotos/02/06/90/2069069_e7f1c4fc_120x120.jpg
2069090,"416 to 426 Alderman's Green Road, Coventry",John Brightley,2003-06-08,52.452744,-1.464622,2.37,http://s2.geograph.org.uk/geophotos/02/06/90/2069090_c64e57ca_120x120.jpg
2071219,Industrial estate besides the Coventry Canal,John Firth,2010-09-13,52.455789,-1.482245,0.94,http://s3.geograph.org.uk/geophotos/02/07/12/2071219_ac74f547_120x120.jpg
2071227,Approaching M6 junction 2 southbound,John Firth,2010-09-13,52.437403,-1.432887,1.56,http://s3.geograph.org.uk/geophotos/02/07/12/2071227_3e36b61a_120x120.jpg
2077110,Footpath across the golf course,E Gammie,2010-09-19,52.391388,-1.53972,3.33,http://s2.geograph.org.uk/geophotos/02/07/71/2077110_a0e430aa_120x120.jpg
2079893,Ikea Plaza (aka Croft Road) Coventry,John Evans,2008-05-07,52.40658,-1.517071,0.84,http://s1.geograph.org.uk/geophotos/02/07/98/2079893_652cc1a3_120x120.jpg
2079948,"Queen Victoria Road, Coventry",John Evans,2008-05-07,52.407563,-1.51559,1.07,http://s0.geograph.org.uk/geophotos/02/07/99/2079948_e9562949_120x120.jpg
2084197,Coventry Broadgate,Ian Rob,2009-01-12,52.407992,-1.510441,1.60,http://s1.geograph.org.uk/geophotos/02/08/41/2084197_c53fb04d_120x120.jpg
2085090,"Coventry Cathedral, 1984",David Gearing,1984-05-00,52.407973,-1.506031,3.49,http://s2.geograph.org.uk/geophotos/02/08/50/2085090_4f10092a_120x120.jpg
2085532,"Caludon Centre, University Hospital",Nigel Mykura,2010-08-18,52.42253,-1.443519,1.24,http://s0.geograph.org.uk/geophotos/02/08/55/2085532_7e040a42_120x120.jpg
2085555,University Hospital Coventry and Warwickshire,Nigel Mykura,2010-08-18,52.421054,-1.435597,0.97,http://s3.geograph.org.uk/geophotos/02/08/55/2085555_c1d47d8b_120x120.jpg
2085589,"Bargain Booze, Walsgrave Rd",Nigel Mykura,2010-08-18,52.410983,-1.474242,1.97,http://s1.geograph.org.uk/geophotos/02/08/55/2085589_4dba5f62_120x120.jpg
2085596,"Churchill Hotel , Coventry",Nigel Mykura,2010-08-18,52.409862,-1.485134,1.47,http://s0.geograph.org.uk/geophotos/02/08/55/2085596_1274115e_120x120.jpg
2085567,Terraced Houses in Wyken,Nigel Mykura,2010-08-18,52.417206,-1.45873,2.53,http://s3.geograph.org.uk/geophotos/02/08/55/2085567_fb8e6637_120x120.jpg
2085580,Newey Rd,Nigel Mykura,2010-08-18,52.41515,-1.461255,1.50,http://s0.geograph.org.uk/geophotos/02/08/55/2085580_e6313a97_120x120.jpg
2104675,Lower Eastern Green Farmhouse,E Gammie,2010-10-10,52.415072,-1.574613,3.60,http://s3.geograph.org.uk/geophotos/02/10/46/2104675_5b94bbf9_120x120.jpg
2104695,"Farmland, Eastern Green",E Gammie,2010-10-10,52.421459,-1.601608,3.83,http://s3.geograph.org.uk/geophotos/02/10/46/2104695_55414ca2_120x120.jpg
2104719,"Coventry Hill Hotel, Rye Hill",E Gammie,2010-10-10,52.425764,-1.572892,2.00,http://s3.geograph.org.uk/geophotos/02/10/47/2104719_b4fe7f71_120x120.jpg
2105569,"St Andrews church, Eastern Green",E Gammie,2010-10-10,52.419932,-1.601769,4.03,http://s1.geograph.org.uk/geophotos/02/10/55/2105569_43c60a3b_120x120.jpg
2106806,"Bates Road, resurfaced",E Gammie,2010-10-11,52.394265,-1.539984,2.49,http://s2.geograph.org.uk/geophotos/02/10/68/2106806_d8a2fbbe_120x120.jpg
2110316,Still playing,E Gammie,2010-10-13,52.392602,-1.551757,1.59,http://s0.geograph.org.uk/geophotos/02/11/03/2110316_de92108f_120x120.jpg
2113565,"The Herbert, Jordan Well",E Gammie,2010-10-16,52.406896,-1.506484,1.60,http://s1.geograph.org.uk/geophotos/02/11/35/2113565_5420a7ce_120x120.jpg
2123651,"Warwick Street, Earlsdon",Robin Stott,2010-10-11,52.399097,-1.534055,2.00,http://s3.geograph.org.uk/geophotos/02/12/36/2123651_703077b4_120x120.jpg
2123659,"Recent flats, Warwick Street, Earlsdon",Robin Stott,2010-10-11,52.398198,-1.534064,1.57,http://s3.geograph.org.uk/geophotos/02/12/36/2123659_b4c8629f_120x120.jpg
2123669,Passage to Earlsdon Street,Robin Stott,2010-10-11,52.398198,-1.534064,1.80,http://s1.geograph.org.uk/geophotos/02/12/36/2123669_d883e508_120x120.jpg
2123677,Passage to Warwick Street car park,Robin Stott,2010-10-11,52.398198,-1.534064,1.45,http://s1.geograph.org.uk/geophotos/02/12/36/2123677_1f4df09b_120x120.jpg
2123679,Southwest end of Earlsdon Street,Robin Stott,2010-10-11,52.397305,-1.535543,1.58,http://s3.geograph.org.uk/geophotos/02/12/36/2123679_8279bec2_120x120.jpg
2124938,Roundabout on A428 Brandon Road,David P Howard,2010-10-23,52.395971,-1.435623,1.51,http://s2.geograph.org.uk/geophotos/02/12/49/2124938_f0977387_120x120.jpg
2124982,"Roundabout at junction of A46 and A428, Binley Woods",David P Howard,2010-10-23,52.395957,-1.432684,1.21,http://s2.geograph.org.uk/geophotos/02/12/49/2124982_3de6143b_120x120.jpg
2124994,"Morrisons filling station, Brandon Road",David P Howard,2010-10-23,52.396884,-1.43855,2.20,http://s2.geograph.org.uk/geophotos/02/12/49/2124994_b0a69057_120x120.jpg
2125008,"Morrisons supermarket, Binley",David P Howard,2010-10-23,52.396877,-1.437081,1.56,http://s0.geograph.org.uk/geophotos/02/12/50/2125008_0421cef9_120x120.jpg
2125014,"Skipworth Road, Binley",David P Howard,2010-10-23,52.398682,-1.438527,2.28,http://s2.geograph.org.uk/geophotos/02/12/50/2125014_6dbfaf5e_120x120.jpg
2125024,"Lidl supermarket, Binley",David P Howard,2010-10-23,52.395978,-1.437092,0.84,http://s0.geograph.org.uk/geophotos/02/12/50/2125024_29932b4b_120x120.jpg
2127852,Coventry Cathedral 1,Carol Walker,2010-10-13,52.408419,-1.505144,1.33,http://s0.geograph.org.uk/geophotos/02/12/78/2127852_ae07f327_120x120.jpg
2127863,Coventry Cathedral 2,Carol Walker,2010-10-13,52.408419,-1.505144,2.12,http://s3.geograph.org.uk/geophotos/02/12/78/2127863_126822ec_120x120.jpg
2127870,Coventry Cathedral 3,Carol Walker,2010-10-13,52.40833,-1.505292,3.00,http://s2.geograph.org.uk/geophotos/02/12/78/2127870_1b99e509_120x120.jpg
2128079,Coventry Cathedral 10,Carol Walker,2010-10-13,52.408331,-1.505586,2.58,http://s3.geograph.org.uk/geophotos/02/12/80/2128079_f93a842c_120x120.jpg
2127910,Coventry Cathedral 4,Carol Walker,2010-10-13,52.408509,-1.505143,1.83,http://s2.geograph.org.uk/geophotos/02/12/79/2127910_f2b05c3d_120x120.jpg
2127944,Coventry Cathedral 5,Carol Walker,2010-10-13,52.408509,-1.505143,1.59,http://s0.geograph.org.uk/geophotos/02/12/79/2127944_2da75a2b_120x120.jpg
2127955,Coventry Cathedral 6,Carol Walker,2010-10-13,52.408331,-1.505586,3.02,http://s3.geograph.org.uk/geophotos/02/12/79/2127955_bfbbb30b_120x120.jpg
2127975,Inside Coventry Cathedral,Carol Walker,2010-10-13,52.408241,-1.50544,3.37,http://s3.geograph.org.uk/geophotos/02/12/79/2127975_c7273bac_120x120.jpg
2127992,Coventry Cathedral 7,Carol Walker,2010-10-13,52.40851,-1.505437,0.96,http://s0.geograph.org.uk/geophotos/02/12/79/2127992_e91d64e3_120x120.jpg
2128000,Coventry Cathedral 7,Carol Walker,2010-10-13,52.40842,-1.505438,1.93,http://s0.geograph.org.uk/geophotos/02/12/80/2128000_57263fa1_120x120.jpg
2128047,Coventry Cathedral 7,Carol Walker,2010-10-13,52.40815,-1.505294,1.32,http://s3.geograph.org.uk/geophotos/02/12/80/2128047_e8de2cdd_120x120.jpg
2128056,Coventry Cathedral 8,Carol Walker,2010-10-13,52.408419,-1.505144,1.21,http://s0.geograph.org.uk/geophotos/02/12/80/2128056_564fbd30_120x120.jpg
2128068,Coventry Cathedral 9,Carol Walker,2010-10-13,52.408241,-1.505587,2.09,http://s0.geograph.org.uk/geophotos/02/12/80/2128068_6e69b20e_120x120.jpg
2128097,Coventry Cathedral from Priory Street.,Carol Walker,2010-10-13,52.408419,-1.504997,1.67,http://s1.geograph.org.uk/geophotos/02/12/80/2128097_97971667_120x120.jpg
2128113,"22, Bayley Lane, Coventry",Carol Walker,2010-10-13,52.407706,-1.506622,2.78,http://s1.geograph.org.uk/geophotos/02/12/81/2128113_3c8ffa9e_120x120.jpg
2128123,"The Golden Cross (Public House), Coventry",Carol Walker,2010-10-13,52.407706,-1.506622,1.75,http://s3.geograph.org.uk/geophotos/02/12/81/2128123_5de78694_120x120.jpg
2128133,Victorian postbox,Carol Walker,2010-10-13,52.407798,-1.507062,1.73,http://s1.geograph.org.uk/geophotos/02/12/81/2128133_59a362f1_120x120.jpg
2128182,"Inside the Holy Trinity Church, Coventry",Carol Walker,2010-10-13,52.408524,-1.508671,2.22,http://s2.geograph.org.uk/geophotos/02/12/81/2128182_bccf4f99_120x120.jpg
2128240,"West window, Holy Trinity Church, Coventry",Carol Walker,2010-10-13,52.408434,-1.508819,2.85,http://s0.geograph.org.uk/geophotos/02/12/82/2128240_3676e75d_120x120.jpg
2128275,"Statue of Lady Godiva, Coventry",Carol Walker,2010-10-13,52.408167,-1.50941,1.99,http://s3.geograph.org.uk/geophotos/02/12/82/2128275_d4d481c5_120x120.jpg
2130767,"William Morris Building, Gosford Street, Coventry",John Brightley,2010-10-25,52.406513,-1.500902,1.32,http://s3.geograph.org.uk/geophotos/02/13/07/2130767_806c8c31_120x120.jpg
2140778,"Chapel Fields, The Craven Arms",Mike Faherty,2010-10-30,52.406644,-1.532946,2.10,http://s2.geograph.org.uk/geophotos/02/14/07/2140778_50e3a340_120x120.jpg
2140789,"Coventry, autumn colours",Mike Faherty,2010-10-30,52.404771,-1.514151,2.79,http://s1.geograph.org.uk/geophotos/02/14/07/2140789_f46a25ae_120x120.jpg
2141905,The frontage of the Three Tuns,E Gammie,2010-09-12,52.406204,-1.512959,2.40,http://s1.geograph.org.uk/geophotos/02/14/19/2141905_9eaa4951_120x120.jpg
2141964,Brookside Avenue,E Gammie,2010-11-02,52.410882,-1.559511,2.78,http://s0.geograph.org.uk/geophotos/02/14/19/2141964_9cd2a4f7_120x120.jpg
2141980,Horse chestnuts and the brookstray,E Gammie,2010-11-02,52.412046,-1.55847,4.18,http://s0.geograph.org.uk/geophotos/02/14/19/2141980_4e3c9fa8_120x120.jpg
2149454,Hearsall Common,E Gammie,2010-11-07,52.402451,-1.541075,3.18,http://s2.geograph.org.uk/geophotos/02/14/94/2149454_396abe39_120x120.jpg
2149481,"Beechwood Avenue, closed",E Gammie,2010-11-07,52.400744,-1.541533,1.34,http://s1.geograph.org.uk/geophotos/02/14/94/2149481_07bbc467_120x120.jpg
2149533,Maudslay Road,E Gammie,2010-11-07,52.406053,-1.542654,1.11,http://s1.geograph.org.uk/geophotos/02/14/95/2149533_5cf212ae_120x120.jpg
2149600,Corner of Whoberley Avenue,E Gammie,2010-11-07,52.405607,-1.543688,1.62,http://s0.geograph.org.uk/geophotos/02/14/96/2149600_95baeee9_120x120.jpg
1017017,"Coventry Canal, Courthouse Green",Stephen McKay,2008-10-19,52.43001,-1.487547,4.47,http://s1.geograph.org.uk/geophotos/01/01/70/1017017_6632b4d5_120x120.jpg
2149700,Whoberley Avenue,E Gammie,2010-11-07,52.408871,-1.55071,1.44,http://s0.geograph.org.uk/geophotos/02/14/97/2149700_ac5a465c_120x120.jpg
2149722,Glendower Avenue,E Gammie,2010-11-07,52.40914,-1.550708,1.74,http://s2.geograph.org.uk/geophotos/02/14/97/2149722_3709cae8_120x120.jpg
2152789,Old Cathedral,Gordon Griffiths,2010-11-06,52.40851,-1.505437,3.41,http://s1.geograph.org.uk/geophotos/02/15/27/2152789_3a38cec0_120x120.jpg
2152801,The Reconciliation,Gordon Griffiths,2010-11-06,52.408241,-1.505587,2.83,http://s1.geograph.org.uk/geophotos/02/15/28/2152801_ae9dfdb4_120x120.jpg
2152815,Charred Cross,Gordon Griffiths,2010-11-06,52.408508,-1.504849,1.05,http://s3.geograph.org.uk/geophotos/02/15/28/2152815_eaea8225_120x120.jpg
2152859,Baptistry Window,Gordon Griffiths,2010-11-06,52.408777,-1.504846,1.49,http://s3.geograph.org.uk/geophotos/02/15/28/2152859_98cd2399_120x120.jpg
2154902,"Barkers' Butts Lane, Coventry",Alex McGregor,2010-11-03,52.41741,-1.527392,0.98,http://s2.geograph.org.uk/geophotos/02/15/49/2154902_5d63585f_120x120.jpg
2154913,"Traffic calming Hipswell Highway, Coventry",Alex McGregor,2010-11-03,52.40759,-1.459583,1.31,http://s1.geograph.org.uk/geophotos/02/15/49/2154913_f87214f5_120x120.jpg
2155266,Old Dolls House,Gordon Griffiths,2010-11-06,52.408203,-1.518082,1.85,http://s2.geograph.org.uk/geophotos/02/15/52/2155266_b09261e3_120x120.jpg
2155287,Ringway Rudge,Gordon Griffiths,2010-11-06,52.408566,-1.518961,1.50,http://s3.geograph.org.uk/geophotos/02/15/52/2155287_c37ba9e2_120x120.jpg
2155303,River Sherbourne,Gordon Griffiths,2010-11-06,52.408232,-1.525285,3.94,http://s3.geograph.org.uk/geophotos/02/15/53/2155303_bd3676e3_120x120.jpg
2155774,Old Dyers Arms,Gordon Griffiths,2010-11-06,52.407516,-1.526028,1.75,http://s2.geograph.org.uk/geophotos/02/15/57/2155774_a38be0e5_120x120.jpg
2155787,The Arches,Gordon Griffiths,2010-11-06,52.408423,-1.528076,1.11,http://s3.geograph.org.uk/geophotos/02/15/57/2155787_88f16ad8_120x120.jpg
2155794,Spon Gate School,Gordon Griffiths,2010-11-06,52.408948,-1.524543,2.48,http://s2.geograph.org.uk/geophotos/02/15/57/2155794_7ee0a2d2_120x120.jpg
2155802,View of The Old Windmill,Gordon Griffiths,2010-11-06,52.40829,-1.517347,1.56,http://s2.geograph.org.uk/geophotos/02/15/58/2155802_5c525185_120x120.jpg
2155811,Spon Street View,Gordon Griffiths,2010-11-06,52.408288,-1.516906,2.68,http://s3.geograph.org.uk/geophotos/02/15/58/2155811_d4cabd17_120x120.jpg
2155818,West Orchards,Gordon Griffiths,2010-11-06,52.409261,-1.513073,1.16,http://s2.geograph.org.uk/geophotos/02/15/58/2155818_099ac95d_120x120.jpg
2155829,Retail Market,Gordon Griffiths,2010-11-06,52.407018,-1.514126,1.41,http://s1.geograph.org.uk/geophotos/02/15/58/2155829_5e69c973_120x120.jpg
2155837,Heritage Stall,Gordon Griffiths,2010-11-06,52.407199,-1.514418,0.89,http://s1.geograph.org.uk/geophotos/02/15/58/2155837_31dd8099_120x120.jpg
2155844,Market View,Gordon Griffiths,2010-11-06,52.406568,-1.513984,1.06,http://s0.geograph.org.uk/geophotos/02/15/58/2155844_726f652e_120x120.jpg
2155853,Ikea View,Gordon Griffiths,2010-11-06,52.405767,-1.515904,0.98,http://s1.geograph.org.uk/geophotos/02/15/58/2155853_18600bd3_120x120.jpg
2155866,Sheriffs Orchard,Gordon Griffiths,2010-11-06,52.404864,-1.515032,1.29,http://s2.geograph.org.uk/geophotos/02/15/58/2155866_04ddf11f_120x120.jpg
2155874,Coventry Underpass,Gordon Griffiths,2010-11-06,52.403334,-1.514608,1.57,http://s2.geograph.org.uk/geophotos/02/15/58/2155874_34c017f0_120x120.jpg
